455
9
110011001 1.0
110011000 1.0
110011000 1.0
110011000 0.5
110011000 0.5
110011000 0.5
110011000 0.5
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.25
110011000 1.0
110011000 1.0
XXXXXXXXX 1.0
110011000 1.0
110011001 1.0
11001100X 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011001 1.0
000000000 1.0
110011000 1.0
000000000 1.0
11XX11XXX 1.0
11XX11XX1 0.5
11XX11XX1 0.5
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
XX00XX000 0.5
XX00XX000 0.5
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
111111111 0.125
111111110 0.125
110011001 0.125
110011000 0.125
110011001 0.125
111111110 0.125
110011000 0.125
111111111 0.125
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
11XX11XX0 1.0
11XX11XX0 1.0
110011000 1.0
110011000 1.0
11XX11XX0 1.0
110011000 1.0
11XX11XXX 0.25
11XX11XXX 0.25
11XX11XXX 0.25
11XX11XXX 0.25
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.5
110011000 0.5
000000000 1.0
11XX11XX0 1.0
110011000 1.0
XXXXXXXX0 1.0
110011000 1.0
11XX11XX0 1.0
110011001 1.0
110011000 1.0
XX00XX000 1.0
XX00XX000 1.0
XX00XX000 1.0
110011000 1.0
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.25
110011000 1.0
11XX11XX0 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XXXXXXXX0 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
110011000 0.5
110011000 0.5
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XXXXXXXX0 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011001 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011001 1.0
110011000 1.0
110011000 1.0
000000000 1.0
XX00XX000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
XX00XX000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
110011000 0.5
110011000 0.5
110011000 1.0
110011001 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
000000000 0.5
000000000 0.5
110011000 0.5
110011000 0.5
000000000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
11001100X 1.0
110011000 1.0
11001100X 1.0
110011001 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
000000000 1.0
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.25
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 0.5
110011000 0.5
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 0.5
110011000 0.5
000000000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 0.5
110011000 0.5
110011000 1.0
000000000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 0.5
000000000 0.5
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 0.5
110011000 0.5
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 0.125
000000000 0.125
000000000 0.125
000000000 0.125
000000000 0.125
000000000 0.125
000000000 0.125
000000000 0.125
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011001 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
XX00XX000 1.0
110011000 1.0
XX00XX000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
110011001 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
XX00XX000 0.5
XX00XX000 0.5
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
XX00XX001 1.0
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
000000000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
000000000 1.0
110011000 1.0
111111110 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
110011001 1.0
000000000 1.0
110011000 1.0
110011001 1.0
110011001 1.0
000000000 1.0
000000000 1.0
110011000 1.0
110011001 1.0
110011000 1.0
XX00XX000 1.0
110011000 1.0
000000000 1.0
110011001 1.0
000000000 1.0
XX00XX000 1.0
110011000 0.25
110011000 0.25
110011000 0.25
110011000 0.25
000000000 1.0
000000000 0.5
000000000 0.5
000000000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
110011000 1.0
